,path,x,y,height,width
0,gs://nutritional-table-image-data/resized_images/resized_image_792.jpg,6.263648468708389,7.4567243675099855,201.92809587217047,207.2969374167777
1,gs://nutritional-table-image-data/resized_images/resized_image_468.jpg,22.96671105193073,13.123834886817576,200.13848202396818,179.85619174434086
2,gs://nutritional-table-image-data/resized_images/resized_image_126.jpg,102.80597014925378,24.23880597014925,61.85074626865672,83.16417910447755
3,gs://nutritional-table-image-data/resized_images/resized_image_822.jpg,6.263648468708384,19.089214380825567,178.66311584553924,212.06924101198396
4,gs://nutritional-table-image-data/resized_images/resized_image_412.jpg,1.4913448735019972,136.60719041278296,83.51531291611185,107.9733688415446
5,gs://nutritional-table-image-data/resized_images/resized_image_161.jpg,8.35820895522388,30.08955223880597,70.2089552238806,147.1044776119403
6,gs://nutritional-table-image-data/resized_images/resized_image_668.jpg,8.649800266311583,4.175765645805592,72.47936085219706,210.577896138482
7,gs://nutritional-table-image-data/resized_images/resized_image_452.jpg,23.26498002663116,22.370173102529957,160.76697736351534,153.90679094540613
8,gs://nutritional-table-image-data/resized_images/resized_image_427.jpg,29.82689747003995,106.48202396804261,51.3022636484687,154.50332889480694
9,gs://nutritional-table-image-data/resized_images/resized_image_194.jpg,13.373134328358207,0.8358208955223879,211.044776119403,198.9253731343284
10,gs://nutritional-table-image-data/resized_images/resized_image_356.jpg,0.0,48.021304926764316,138.09853528628494,189.6990679094541
11,gs://nutritional-table-image-data/resized_images/resized_image_887.jpg,8.948069241011984,8.948069241011984,194.47137150466042,206.7003994673768
12,gs://nutritional-table-image-data/resized_images/resized_image_903.jpg,13.720372836218374,56.074567243675105,114.23701731025305,201.03328894806927
13,gs://nutritional-table-image-data/resized_images/resized_image_368.jpg,91.56857523302249,0.596537949400799,133.62450066577892,130.04527296937408
14,gs://nutritional-table-image-data/resized_images/resized_image_84.jpg,56.37283621837549,195.0679094540612,28.93209054593868,77.54993342210379
15,gs://nutritional-table-image-data/resized_images/resized_image_49.jpg,8.649800266311583,12.229027962716378,181.34753661784285,210.27962716378158
16,gs://nutritional-table-image-data/resized_images/resized_image_220.jpg,2.08955223880597,3.3432835820895517,184.71641791044777,218.56716417910448
